id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2016-941774,2016-07-04,1,Vente,225000.0,5000.0,,RUE DES CAMPOUAIS,0026,77000.0,77389,La Rochette,77,,,77389000AI0147,,,88.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.661065,48.509538
2016-1177822,2016-04-12,1,Adjudication,2630000.0,39.0,,RUE DE LA SOLIDARITE,8556,93100.0,93048,Montreuil,93,,,93048000BQ0073,,,,,,,,,,,,,0,2.0,Appartement,39.0,2.0,S,sols,,,866.0,2.441694,48.853291
2017-466992,2017-01-31,1,Vente,164800.0,11.0,,QUAI VAUBAN,2060,34200.0,34301,Sète,34,,,34301000AI0133,,,15.0,106.65,4.0,,,,,,,,2,2.0,Appartement,107.0,4.0,,,,,,3.697761,43.410813
2016-404421,2016-06-20,1,Vente,209000.0,173.0,,AV DES DROITS DE L HOMME,6009,34000.0,34172,Montpellier,34,,,34172000EZ0472,,,143.0,68.55,,,,,,,,,1,2.0,Appartement,68.0,3.0,,,,,,3.894394,43.603146
2016-992076,2016-11-30,1,Vente,80000.0,,,PRE PIOT,B106,79500.0,79174,Melle,79,79174.0,Melle,79174000AN0207,,,,,,,,,,,,,0,,,,,J,jardins,,,173.0,-0.149937,46.224359
2017-448596,2017-07-03,1,Vente,170000.0,1.0,,PANCHET,B055,33490.0,33444,Saint-Martin-de-Sescas,33,,,334440000A0623,,,,,,,,,,,,,0,1.0,Maison,160.0,6.0,S,sols,,,545.0,-0.179329,44.583498
2016-57135,2016-03-14,1,Vente,230000.0,48.0,,AV RIOU BLANQUET,4010,6130.0,6069,Grasse,6,,,06069000AX0921,,,87.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.934992,43.663968
2017-913596,2017-12-28,1,Vente,12700.0,,,LE VILLAGE,B018,65400.0,65056,Ayzac-Ost,65,,,650560000C0228,,,,,,,,,,,,,0,,,,,S,sols,,,181.0,-0.094773,43.027824
2017-267618,2017-11-09,1,Vente,360000.0,10.0,,SAINT LIZIER,B051,24100.0,24145,Creysse,24,,,24145000AS0058,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,600.0,0.0,S,sols,,,1554.0,0.535425,44.847351
2017-973236,2017-03-27,1,Vente,100000.0,21.0,,RUE GEORGES GENOUX,0480,70000.0,70550,Vesoul,70,,,705500000B0916,,,,,,,,,,,,,0,,,,,S,sols,,,26.0,6.156685,47.622444
2017-884996,2017-12-19,1,Vente,90000.0,5237.0,,LE BOURG,B125,63640.0,63094,Charensat,63,,,630940000E0422,,,,,,,,,,,,,0,1.0,Maison,159.0,7.0,S,sols,,,743.0,2.636934,45.986971
2016-88825,2016-12-09,2,Echange,319700.0,9.0,,RUE PAUL GUILLOT,1190,10100.0,10323,Romilly-sur-Seine,10,,,10323000BK0345,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,T,terres,,,889.0,3.73014,48.507258
2016-167667,2016-01-27,2,Vente,97057.6,,,LES PLIMBEAUX,B106,16310.0,16096,Cherves-Châtelars,16,,,160960000F0266,,,,,,,,,,,,,0,,,,,L,landes,,,2520.0,0.515236,45.812232
2016-915997,2016-08-29,3,Vente,345000.0,325.0,,RUE DE CHANTEMERLE,0130,74890.0,74043,Bons-en-Chablais,74,,,740430000N1985,,,,,,,,,,,,,0,1.0,Maison,82.0,4.0,S,sols,,,810.0,6.365042,46.275232
2016-916990,2016-11-08,1,Vente en l'état futur d'achèvement,336000.0,,,MILLY-SUD,B041,74500.0,74200,Neuvecelle,74,,,74200000AC0135,,,41.0,79.31,,,,,,,,,1,2.0,Appartement,79.0,4.0,,,,,,,
2016-25361,2016-03-31,1,Vente,900.0,,,CHE DE LONGEROUX,0589,3600.0,3082,Commentry,3,,,03082000AP0068,,,,,,,,,,,,,0,,,,,S,sols,,,190.0,2.748395,46.273143
2016-862551,2016-10-14,1,Vente,630078.0,,,LA GRANDE TERRE DE LOISE,B085,71570.0,71090,La Chapelle-de-Guinchay,71,,,710900000F2625,,,,,,,,,,,,,0,,,,,T,terres,,,1.0,4.776701,46.215623
2017-1005539,2017-07-26,1,Vente,45000.0,759.0,,RTE JEAN FRANCOIS MAMY,0220,73390.0,73069,Chamoux-sur-Gelon,73,,,730690000A0687,,,,,,,,,,,,,0,1.0,Maison,77.0,3.0,S,sols,,,131.0,6.202515,45.525742
2017-1198271,2017-02-23,2,Vente,196000.0,11.0,,LE GRAND MONICQ,B148,85170.0,85019,Bellevigny,85,,,85019000ZE0216,,,,,,,,,,,,,0,1.0,Maison,102.0,5.0,AG,terrains d'agrément,,,3048.0,-1.427606,46.753223
2016-357340,2016-12-20,2,Vente,206500.0,,,AU SOULAN DE LAGRANGE,B002,32170.0,32238,Marseillan,32,,,322380000B0236,,,,,,,,,,,,,0,,,,,P,prés,,,196.0,0.303375,43.48389
2016-362155,2016-06-11,1,Vente,242740.0,14.0,,RTE DE TAUDINAT,0079,33480.0,33248,Listrac-Médoc,33,,,33248000WS0026,,,,,,,,,,,,,0,1.0,Maison,130.0,7.0,S,sols,,,500.0,-0.811149,45.080784
2017-43091,2017-06-13,1,Vente,258000.0,1.0,,AV RATTI,5370,6000.0,6088,Nice,6,,,06088000LI0348,,,135,,54,65.25,,,,,,,2,2.0,Appartement,78.0,3.0,,,,,,7.275952,43.710439
2016-620102,2016-10-19,2,Vente,1795.2,,,LA CHANDAVENERIE,B050,50530.0,50565,Sartilly-Baie-Bocage,50,,,50565000ZI0412,,,,,,,,,,,,,0,,,,,S,sols,,,1750.0,,
2016-1038295,2016-11-15,1,Vente en l'état futur d'achèvement,289286.0,,,BD SAINT ASILE,0450,83430.0,83153,Saint-Mandrier-sur-Mer,83,,,831530000B0527,,,39.0,,,,,,,,,,1,,,,,,,,,,,
2017-1004423,2017-06-19,1,Vente,120000.0,768.0,,RTE DE CHAMBERY,0150,73200.0,73124,Gilly-sur-Isère,73,,,731240000A3995,,,103,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,78.0,0.0,,,,,,6.351588,45.658442
2016-403581,2016-05-30,1,Vente,60000.0,461.0,,VC LE GRAND MAIL,2654,34080.0,34172,Montpellier,34,,,34172000LR0012,,,471.0,,501.0,,,,,,,,2,2.0,Appartement,78.0,4.0,,,,,,3.816015,43.625352
2016-475578,2016-07-07,1,Vente,202000.0,14.0,,BD MAL LECLERC,4820,38000.0,38185,Grenoble,38,,,38185000BX0003,,,217.0,83.95,243.0,,,,,,,,2,2.0,Appartement,84.0,3.0,,,,,,5.734694,45.193974
2016-386045,2016-08-25,1,Vente en l'état futur d'achèvement,157000.0,56.0,,AV DE LA COTE D ARGENT,0058,33470.0,33527,Le Teich,33,,,33527000BG0048,,,22.0,,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,-1.0205,44.634004
2017-271482,2017-12-22,1,Vente,60000.0,14.0,,RUE DU DOCTEUR ROUX,0561,24120.0,24547,Terrasson-Lavilledieu,24,,,24547000AB0520,,,41.0,64.87,,,,,,,,,1,2.0,Appartement,65.0,3.0,,,,,,1.297977,45.13765
2016-26883,2016-12-20,2,Vente,701300.0,,,LES FONTS HENRI,B054,3350.0,3041,Le Brethon,3,,,03041000ZO0014,,,,,,,,,,,,,0,,,,,T,terres,,,22806.0,2.747719,46.582332
2017-688432,2017-04-28,1,Vente,130019.0,,,LE GRAND PRE,E816,49440.0,49183,Val d'Erdre-Auxence,49,,,491831080E0991,,,,,,,,,,,,,0,,,,,P,prés,,,2016.0,-0.995186,47.493552
2017-1379309,2017-08-04,1,Vente en l'état futur d'achèvement,314000.0,,,,,,95219,Ermont,95,,,95219000AD0838,,,1269.0,,,,,,,,,,1,,,,,,,,,,2.261136,48.990447
2016-669097,2016-09-10,1,Vente,128000.0,24.0,,RUE DU RAILLE,0601,56130.0,56030,Camoël,56,,,56030000AL0625,,,,,,,,,,,,,0,1.0,Maison,85.0,4.0,S,sols,,,230.0,-2.392874,47.479991
2016-923802,2016-01-15,1,Vente,109355.0,5064.0,,L EGLISE,B007,76890.0,76628,Saint-Ouen-du-Breuil,76,,,76628000AB0732,,,,,,,,,,,,,0,1.0,Maison,100.0,3.0,S,sols,,,127.0,1.008789,49.637269
2017-553639,2017-05-11,1,Vente,1200.0,,,LE LACA,B027,38110.0,38162,Faverges-de-la-Tour,38,,,381620000A0149,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,647.0,5.496037,45.597409
2017-711556,2017-01-20,1,Vente,72000.0,,,LE SERTERET,B780,50270.0,50577,Sortosville-en-Beaumont,50,,,505770000A0013,,,,,,,,,,,,,0,,,,,P,prés,,,5155.0,-1.696015,49.434497
2016-236067,2016-09-01,2,Vente,480.0,,,JARJALESSE,B031,24330.0,24026,Bassillac et Auberoche,24,24026.0,Bassillac,240260000C1102,,,,,,,,,,,,,0,,,,,BT,taillis simples,CHAT,Châtaigneraie,332.0,0.833537,45.178173
2016-1222778,2016-01-29,1,Vente,5617937.13,104.0,,RTE DE MOUTTE,1340,97200.0,97209,Fort-de-France,972,,,972090000S0693,,,,,,,,,,,,,0,2.0,Appartement,59.0,3.0,S,sols,,,664.0,-61.048637,14.629522
2017-1002666,2017-04-11,3,Vente,1.0,5582.0,,LES HALLES,B069,73270.0,73317,Villard-sur-Doron,73,,,733170000D1657,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,,S,sols,,,1000.0,6.510774,45.747686
2016-134338,2016-11-02,1,Vente,425000.0,,,MAGATIS,B073,13300.0,13103,Salon-de-Provence,13,,,13103000AR0469,,,,,,,,,,,,,0,,,,,B,bois,,,1361.0,5.106346,43.646031
2016-25195,2016-01-29,1,Vente,68500.0,,,LES BARRES,B011,3410.0,3262,Saint-Victor,3,,,03262000YB0001,,,,,,,,,,,,,0,,,,,P,prés,,,50521.0,2.590994,46.394524
2017-1224912,2017-09-18,1,Vente,500.0,,,FEMOLANT,B285,86700.0,86211,Romagne,86,,,862110000H0535,,,,,,,,,,,,,0,,,,,S,sols,,,377.0,0.275611,46.247578
2016-193380,2016-06-13,45,Vente,,30.0,,AV DES PRES LE ROI,1110,18230.0,18205,Saint-Doulchard,18,,,18205000CL0074,,,,,,,,,,,,,0,2.0,Appartement,67.0,3.0,S,sols,,,2734.0,2.38826,47.09328
2016-84402,2016-06-01,1,Vente,9000.0,,,LES NOUES,B094,10140.0,10433,Villy-en-Trodes,10,,,10433000ZD0069,,,,,,,,,,,,,0,,,,,L,landes,,,1520.0,4.39562,48.202705
2017-321177,2017-05-05,2,Vente,25347.0,,,KERGASTEL,B099,29360.0,29031,Clohars-Carnoët,29,,,290310000B1136,,,,,,,,,,,,,0,,,,,T,terres,,,452.0,-3.531329,47.796705
2017-447589,2017-11-30,1,Vente,940000.0,,,VIEILLE CABANNE,B137,33126.0,33174,Fronsac,33,,,331740000B0333,,,,,,,,,,,,,0,,,,,T,terres,,,47.0,-0.298841,44.900992
2017-351582,2017-06-28,1,Vente,7500.0,,,LA ROMPUDE,B239,30570.0,30339,Val-d'Aigoual,30,30339.0,Valleraugue,303390000E1000,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,16688.0,3.690022,44.056912
2016-89072,2016-01-06,1,Vente,14000.0,,,LES BERNETS,B006,11260.0,11346,Saint-Jean-de-Paracol,11,,,113460000B0651,,,,,,,,,,,,,0,,,,,T,terres,,,715.0,2.113544,42.935615
2017-610389,2017-09-15,1,Vente,101000.0,,,LE BOURG,B026,43150.0,43115,Laussonne,43,,,43115000AN0428,,,,,,,,,,,,,0,,,,,T,terres,,,30.0,4.048214,44.971789
2017-774157,2017-12-27,1,Vente,3000.0,,,SAINT MARC,B426,56580.0,56024,Bréhan,56,,,56024000TB0019,,,,,,,,,,,,,0,,,,,S,sols,,,360.0,-2.667791,48.040658
2016-593020,2016-07-19,1,Vente,82000.0,5145.0,,DEBAT,B074,47230.0,47097,Feugarolles,47,,,47097000ZE0017,,,,,,,,,,,,,0,1.0,Maison,110.0,4.0,S,sols,,,3250.0,0.34571,44.239493
2017-1402044,2017-05-02,1,Vente,1517400.0,90.0,,BD MALESHERBES,5951,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CG0014,,,35.0,,50.0,153.4,,,,,,,2,2.0,Appartement,160.0,4.0,,,,,,2.313604,48.880578
2016-908983,2016-06-06,1,Vente,94090.0,38.0,,IMP DES LUCIOLLES,0415,74170.0,74236,Saint-Gervais-les-Bains,74,,,742360000A2824,,,24.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.714985,45.891979
2016-817927,2016-08-04,1,Vente,300000.0,5.0,,RUE DU BAC,0012,66210.0,66020,Bolquère,66,,,66020000AD0041,,,25,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.058976,42.51909
2016-904044,2016-10-14,1,Vente,160000.0,2.0,,IMP DU VERNAY,0606,74100.0,74298,Vétraz-Monthoux,74,,,742980000A1540,,,230.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.265822,46.189867
2016-372454,2016-07-18,1,Vente en l'état futur d'achèvement,207000.0,18.0,,RUE CARLE VERNET,1585,33800.0,33063,Bordeaux,33,,,33063000BX0322,,,60.0,,,,,,,,,,1,,,,,,,,,,-0.545773,44.822146
2017-602969,2017-02-15,1,Vente,380000.0,10.0,,PL GEORGES CLEMENCEAU,1390,42300.0,42187,Roanne,42,,,42187000AL0048,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,352.0,4.072993,46.040572
2016-122645,2016-12-01,1,Vente,348250.0,310.0,,PROM P BLANCARD,1553,13400.0,13005,Aubagne,13,,,13005000AL0186,,,,,,,,,,,,,0,1.0,Maison,102.0,6.0,S,sols,,,710.0,5.561396,43.295973
2016-236303,2016-09-29,1,Vente,22000.0,,,LE COURANT,B052,24160.0,24196,Génis,24,,,24196000BK0014,,,,,,,,,,,,,0,,,,,BT,taillis simples,CHENE,Chênes,1147.0,1.157152,45.3577
2016-396817,2016-07-27,1,Vente,6500.0,,,CASSAGNE,B019,33350.0,33282,Mérignas,33,,,33282000ZC0039,,,,,,,,,,,,,0,,,,,VI,vignes,,,4430.0,-0.074513,44.78693
2017-1354203,2017-02-21,1,Vente,388000.0,9002.0,,RTE NATIONALE 19,0400,94440.0,94070,Santeny,94,,,94070000BB0051,,,,,,,,,,,,,0,1.0,Maison,105.0,4.0,S,sols,,,154.0,2.57524,48.714315
2017-891764,2017-03-24,2,Vente,1.0,,,BACH,B002,64150.0,64431,Os-Marsillon,64,,,64431000AD0185,,,,,,,,,,,,,0,,,,,LB,landes boisées,TOUYA,Touyas,44.0,-0.611334,43.39687
2017-899384,2017-03-22,1,Vente,246000.0,6.0,,AV DES CYPRES,0629,64600.0,64024,Anglet,64,,,64024000BV0887,,,39.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.528547,43.482149
2017-71962,2017-02-08,1,Vente,280000.0,53.0,,BD MAL JUIN,2055,6800.0,6027,Cagnes-sur-Mer,6,,,06027000BK0131,,,10.0,,94.0,81.3,95.0,,,,,,3,2.0,Appartement,82.0,4.0,,,,,,7.151784,43.657847
2016-104321,2016-06-15,1,Vente,30000.0,,,AUSSALESSES,B005,12410.0,12253,Salles-Curan,12,,,12253000DE0019,,,,,,,,,,,,,0,,,,,S,sols,,,56.0,2.727983,44.169872
2017-518702,2017-07-20,1,Vente,700.0,,,LES BOIS,B013,36140.0,36126,Montchevrier,36,,,361260000D0504,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,2600.0,1.7712,46.463469
2016-948798,2016-12-01,1,Vente,3607430.2,6.0,,IMP DE LA BIONNE,0088,77515.0,77371,Pommeuse,77,,,773710000G1224,,,,,,,,,,,,,0,2.0,Appartement,52.0,2.0,S,sols,,,3000.0,2.994845,48.80904
2016-661345,2016-05-18,2,Vente,172898.0,2.0,,RUE DU CHATEAU,0020,55120.0,55014,Aubréville,55,,,55014000ZI0049,,,,,,,,,,,,,0,1.0,Maison,54.0,3.0,P,prés,,,46756.0,5.086948,49.135072
2017-1062251,2017-11-07,1,Vente,186000.0,28.0,,RUE DES JARDINIERS,0201,76540.0,76719,Valmont,76,,,76719000AB0204,,,,,,,,,,,,,0,1.0,Maison,123.0,6.0,VE,vergers,CIDRE,Cidre,1502.0,0.507958,49.748248
2017-521037,2017-01-20,3,Vente,1705000.0,,,LA BRANDE DE LANDE,B051,36800.0,36220,Thenay,36,,,362200000F0009,,,,,,,,,,,,,0,,,,,P,prés,,,20120.0,1.418812,46.568839
2017-1429835,2017-08-29,1,Vente,1354800.0,48.0,,QUAI LOUIS BLERIOT,5766,75016.0,75116,Paris 16e Arrondissement,75,,,75116000BY0041,,,20,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.275081,48.84811
2017-1112934,2017-08-31,1,Vente,63000.0,,,LES NOURETTES DU BUISSON,B035,78790.0,78300,Hargeville,78,,,783000000B0013,,,,,,,,,,,,,0,,,,,T,terres,,,7490.0,1.741199,48.907372
2016-877336,2016-05-30,1,Vente,133000.0,14.0,,RUE DU CHEVAL BLANC,0030,72370.0,72345,Surfonds,72,,,723450000A0289,,,,,,,,,,,,,0,1.0,Maison,66.0,4.0,S,sols,,,527.0,0.461904,47.975189
2017-118510,2017-12-18,1,Vente,73500.0,20.0,,CITE BEAU SOLEIL,A010,12220.0,12148,Montbazens,12,,,12148000AL0242,,,,,,,,,,,,,0,1.0,Maison,81.0,4.0,S,sols,,,768.0,2.224055,44.475677
2016-294898,2016-06-14,1,Vente,171300.0,9.0,,KERGONGAR,B057,29860.0,29015,Bourg-Blanc,29,,,290150000A2053,,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,S,sols,,,765.0,-4.508529,48.51178
2017-115484,2017-02-17,1,Vente,7000.0,,,LES IMBRENIEZ DES RASPES,B135,12490.0,12244,Saint-Rome-de-Tarn,12,,,122440000I0594,,,,,,,,,,,,,0,,,,,T,terres,,,364.0,2.8611,44.059417
2016-650021,2016-04-19,2,Vente,100.0,25.0,,PAS SEBASTIEN BOTTIN,4819,54000.0,54395,Nancy,54,,,54395000CI0711,,,30.0,,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,6.174771,48.692399
2016-1088739,2016-06-21,1,Vente,125000.0,11.0,,RTE DES RIBIERES-SENON,0344,87510.0,87143,Saint-Gence,87,,,87143000BE0081,,,,,,,,,,,,,0,2.0,Appartement,44.0,3.0,S,sols,,,1500.0,1.136151,45.935187
2016-1093092,2016-06-17,1,Vente,81993.62,,,LAFLEUR,B017,87320.0,87028,Val-d'Oire-et-Gartempe,87,87196.0,Thiat,870281960B0616,871960000B0616,,,,,,,,,,,,0,,,,,P,prés,,,6780.0,0.955119,46.275664
2017-792059,2017-02-10,2,Vente terrain à bâtir,500000.0,37.0,,RUE JEAN JAURES,0060,59152.0,59013,Anstaing,59,,,590130000A2309,,,,,,,,,,,,,0,,,,,PA,pâtures,,,338.0,3.187483,50.607159
2016-60149,2016-10-11,1,Vente,95000.0,397.0,,BD DE LA TAVERNIERE,1040,6210.0,6079,Mandelieu-la-Napoule,6,,,06079000BC0072,,,193.0,36.02,,,,,,,,,1,2.0,Appartement,36.0,2.0,,,,,,6.929968,43.525552
2016-1010549,2016-03-14,1,Vente,148000.0,51.0,,RUE MAROULET,2480,81100.0,81065,Castres,81,,,81065000BM0310,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,297.0,2.254549,43.599707
2017-395505,2017-08-01,1,Vente,140000.0,,,RONDOUNIN,B204,31430.0,31193,Le Fousseret,31,,,311930000G0485,,,,,,,,,,,,,0,,,,,P,prés,,,1720.0,1.060258,43.279519
2017-1100640,2017-06-22,1,Vente en l'état futur d'achèvement,230000.0,57.0,,RUE DE LA FRETTE,1250,78500.0,78586,Sartrouville,78,,,78586000AP0225,,,88.0,19.0,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.172835,48.949145
2017-1406740,2017-09-28,1,Vente,520000.0,14.0,,RUE DE L ESTRAPADE,3377,75005.0,75105,Paris 5e Arrondissement,75,,,75105000BK0043,,,222.0,,325.0,44.44,,,,,,,2,2.0,Appartement,45.0,2.0,,,,,,2.346352,48.845118
2016-180285,2016-05-30,1,Vente,22432000.0,58.0,,AV CHARLES REGAZZONI,0445,17200.0,17306,Royan,17,,,17306000AZ0319,,,,,,,,,,,,,0,2.0,Appartement,53.0,2.0,S,sols,,,661.0,-1.035047,45.634099
2016-1123465,2016-03-23,1,Vente,23000.0,10.0,,BD PIERRE BROSSOLETTE,1230,91290.0,91021,Arpajon,91,,,91021000AE0580,,,95.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.248007,48.593001
2016-571297,2016-07-01,1,Vente,80000.0,78.0,,BD DE L OCEAN,2680,44500.0,44055,La Baule-Escoublac,44,,,44055000BL0424,,,18.0,,,,,,,,,,1,2.0,Appartement,12.0,1.0,,,,,,-2.363367,47.275802
2017-448817,2017-08-21,1,Vente,1.0,,,LES GRANGES,B103,33540.0,33506,Sauveterre-de-Guyenne,33,,,33506000ZL0588,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,27.0,-0.081199,44.690366
2017-71725,2017-01-23,1,Vente,295000.0,493.0,,CHE DU JACQUON,0478,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000AP0290,,,2.0,73.29,,,,,,,,,1,1.0,Maison,75.0,3.0,,,,,,7.181014,43.665174
2016-1035564,2016-07-05,1,Vente en l'état futur d'achèvement,187000.0,587.0,,RUE MARC DELAGE,2168,83130.0,83062,La Garde,83,,,83062000AE0009,,,30.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.00228,43.123932
2017-1106520,2017-05-02,1,Vente,201400.0,,,LE VILLAGE,B041,78124.0,78415,Montainville,78,,,78415000AA0161,,,,,,,,,,,,,0,,,,,S,sols,,,500.0,1.862646,48.88319
2016-106263,2016-09-12,1,Vente,21000.0,23.0,,RUE EDOUARD VAILLANT,0370,12300.0,12089,Decazeville,12,,,12089000AK0094,,,,,,,,,,,,,0,1.0,Maison,33.0,2.0,S,sols,,,72.0,2.2427,44.561604
2017-347631,2017-02-23,1,Vente,196000.0,16.0,,RUE DOC CALMETTE,2580,30000.0,30189,Nîmes,30,,,30189000HE0020,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,344.0,4.365188,43.828674
2016-442502,2016-08-19,1,Vente,784.0,,,A LA SIACREE LE PRE DEVANT,C146,35410.0,35204,Nouvoitou,35,,,35204000AI0180,,,,,,,,,,,,,0,,,,,P,prés,,,196.0,-1.551529,48.041592
2016-702892,2016-10-26,1,Vente,131814.64,,,CHEM DE SAINGHIN,B024,59650.0,59009,Villeneuve-d'Ascq,59,,,59009000PZ0139,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1.0,3.158672,50.606646
2016-795132,2016-05-20,1,Vente en l'état futur d'achèvement,202000.0,,,RTE DE MAIGNON,1230,64600.0,64024,Anglet,64,,,64024000CN0436,,,307.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.508978,43.480757
2017-775954,2017-10-02,1,Vente,70000.0,5111.0,,PENVERN,C719,56320.0,56131,Meslan,56,,,56131000ZW0145,,,,,,,,,,,,,0,1.0,Maison,49.0,3.0,T,terres,,,6294.0,,
2017-647371,2017-10-30,1,Vente,285000.0,6.0,,IMP JEAN ROBIC,1252,44220.0,44047,Couëron,44,,,44047000CE0523,,,,,,,,,,,,,0,1.0,Maison,91.0,4.0,S,sols,,,526.0,-1.719381,47.217051
2017-724486,2017-12-22,1,Vente,600.0,,,LA NOUE COLLOT,B075,51150.0,51576,Tours-sur-Marne,51,,,515760000G0551,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,680.0,4.102308,49.04137
2017-703754,2017-04-21,1,Vente,310000.0,5252.0,,LA CROIX SANDRINE ISIGNY,C999,50540.0,50256,Isigny-le-Buat,50,,,50256000ZH0035,,,,,,,,,,,,,0,1.0,Maison,297.0,7.0,S,sols,,,1000.0,-1.166654,48.608127
2016-780529,2016-09-09,1,Vente,90000.0,14.0,,RUE JEAN JAURES,0450,63700.0,63338,Saint-Éloy-les-Mines,63,,,63338000AC0126,,,,,,,,,,,,,0,2.0,Appartement,76.0,3.0,S,sols,,,272.0,2.830713,46.167872
2017-1040841,2017-03-14,1,Vente,65000.0,25.0,,RUE ARMAND CARREL,0490,76000.0,76540,Rouen,76,,,76540000LR0008,,,14.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,1.100397,49.437764
2017-757920,2017-05-12,1,Vente,146500.0,5.0,,AV DE LA PAIX,0118,56890.0,56158,Plescop,56,,,561580000F2109,,,129,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,
2016-1114106,2016-06-20,1,Vente,250000.0,33.0,,RUE DES PLANTES,3120,91230.0,91421,Montgeron,91,,,91421000AO0026,,,,,,,,,,,,,0,1.0,Maison,48.0,4.0,J,jardins,POTAG,Jardin potager,436.0,2.449802,48.700431
2017-498334,2017-12-18,1,Vente en l'état futur d'achèvement,245400.0,69.0,,AV ARISTIDE BRIAND,0480,35000.0,35238,Rennes,35,,,35238000BN0413,,,37.0,,,,,,,,,,1,2.0,Appartement,73.0,4.0,,,,,,-1.664546,48.110478
2016-209102,2016-11-08,1,Vente,168000.0,10.0,,BD REMBRANDT,7575,21000.0,21231,Dijon,21,,,21231000HZ0166,,,462.0,,509.0,70.23,,,,,,,2,2.0,Appartement,69.0,3.0,,,,,,5.048486,47.348017
2016-591520,2016-01-21,1,Vente,21500.0,,,COMBE DE DONDAS,B034,47470.0,47082,Dondas,47,,,47082000ZB0182,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2545.0,0.838916,44.250861
2017-407047,2017-04-18,1,Vente en l'état futur d'achèvement,282100.0,48.0,,RUE GUYNEMER CAUD,4291,33200.0,33063,Bordeaux,33,,,33063000NL0212,,,61.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-0.617565,44.839922
2017-1428878,2017-06-06,1,Vente,885000.0,6.0,,BD FLANDRIN,3663,75016.0,75116,Paris 16e Arrondissement,75,,,75116000EC0030,,,120,120.4,125,,126.0,,,,,,3,2.0,Appartement,115.0,4.0,,,,,,2.272753,48.864879
2017-120446,2017-04-27,1,Vente,,103.0,,BD DE PARIS,6820,13002.0,13202,Marseille 2e Arrondissement,13,,,132028100A0005,,,217.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.369635,43.310263
2016-858840,2016-05-30,1,Vente,6000.0,,,AUX COTAS,B046,70360.0,70457,Rupt-sur-Saône,70,,,704570000B0290,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,308.0,5.934541,47.650986
2016-1240540,2016-05-19,1,Vente,40000000.0,19.0,,RUE BLANCHE,1009,75009.0,75109,Paris 9e Arrondissement,75,,,75109000AJ0043,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,336.0,0.0,S,sols,,,840.0,2.331159,48.878991
2017-1239854,2017-02-02,1,Vente,127000.0,25.0,,RUE DE LA LIBERATION,0280,88600.0,88078,Bruyères,88,,,88078000AL0074,,,,,,,,,,,,,0,1.0,Maison,75.0,5.0,S,sols,,,500.0,6.707888,48.210393
