id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2016-1203354,2016-06-23,2,Vente,3100.0,,,LE PRIEURE,B022,95000.0,95074,Boisemont,95,,,950740000A0558,,,,,,,,,,,,,0,,,,,S,sols,,,96.0,2.000901,49.023909
2017-1140739,2017-05-30,1,Vente,100000.0,12.0,,RUE DES TISSERANDS,0350,81800.0,81220,Rabastens,81,,,812200000F0901,,,,,,,,,,,,,0,1.0,Maison,81.0,3.0,S,sols,,,91.0,1.7266,43.822678
2017-870932,2017-07-06,1,Vente,176200.0,46.0,,RUE DE THEROUANNE,1680,62500.0,62765,Saint-Omer,62,,,62765000AV0229,,,,,,,,,,,,,0,1.0,Maison,185.0,6.0,S,sols,,,223.0,2.264436,50.748282
2016-885548,2016-06-02,1,Vente,180000.0,5324.0,,RES LA NEUVA,A083,73270.0,73034,Beaufort,73,,,730340000I3217,,,34,40.09,,,,,,,,,1,2.0,Appartement,39.0,2.0,,,,,,6.571346,45.68517
2016-1201902,2016-04-14,1,Vente,13900.0,59.0,,AV ROGER GUICHARD,0443,95610.0,95218,Éragny,95,,,95218000AE0057,,,433.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.099404,49.031375
2017-232630,2017-08-04,1,Vente terrain à bâtir,73000.0,,,EN CHILLOUX,B007,21800.0,21452,Neuilly-lès-Dijon,21,,,21452000AK0473,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,360.0,5.117481,47.278654
2017-898187,2017-01-30,1,Vente,400000.0,5349.0,,CASTANCHE,B017,64200.0,64100,Bassussarry,64,,,64100000AM0016,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,P,prés,,,8500.0,-1.483582,43.453071
2017-710156,2017-07-17,1,Vente,110000.0,,,LE PASSOUS,B545,50230.0,50003,Agon-Coutainville,50,,,50003000AK0642,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,423.0,-1.595093,49.036973
2017-1227715,2017-04-21,1,Vente,209900.0,46.0,,RUE DES ROSES,0098,86220.0,86183,Les Ormes,86,,,86183000ZB0193,,,,,,,,,,,,,0,,,,,J,jardins,,,597.0,0.617389,46.984712
2017-485526,2017-08-11,1,Vente,90000.0,9.0,,RUE HORTS ET PRATS,0617,34600.0,34028,Bédarieux,34,,,34028000AV0410,,,101.0,79.62,79.0,,,,,,,,2,2.0,Appartement,77.0,4.0,,,,,,3.156286,43.611667
2016-438194,2016-11-18,1,Vente,384763.5,,,PLANCHE FAGLINE,C195,35740.0,35210,Pacé,35,,,35210000AX0123,,,,,,,,,,,,,0,,,,,S,sols,,,11.0,-1.761307,48.142968
2017-880223,2017-11-03,1,Vente,114490.0,,,PLAUZAT,B059,63730.0,63282,Plauzat,63,,,63282000AB0390,,,,,,,,,,,,,0,,,,,S,sols,,,25.0,3.14939,45.621131
2016-189801,2016-08-10,1,Vente,150000.0,272.0,,LE BOURG,B012,17150.0,17052,Boisredon,17,,,17052000AL0042,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,620.0,-0.538748,45.314741
2017-418569,2017-05-19,1,Vente en l'état futur d'achèvement,320000.0,365.0,,AV ARISTIDE BRIAND,0190,33700.0,33281,Mérignac,33,,,33281000DR0398,,,21.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-0.656707,44.82336
2016-1174393,2016-06-20,1,Vente,322000.0,31.0,,ALL DU PLATEAU,0740,93340.0,93062,Le Raincy,93,,,93062000AC0163,,,77.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.528133,48.901232
2016-390262,2016-11-30,1,Vente,750000.0,54.0,,RUE DES VIVANTS,9450,33100.0,33063,Bordeaux,33,,,33063000AE0007,,,,,,,,,,,,,0,2.0,Appartement,20.0,1.0,S,sols,,,208.0,-0.542285,44.852916
2017-422234,2017-09-04,1,Vente,180000.0,44.0,,AV DES EYQUEMS,0899,33700.0,33281,Mérignac,33,,,33281000CP0009,,,111.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-0.618719,44.82739
2016-24832,2016-12-07,1,Vente,80000.0,15.0,,ALL DES AILES,0030,3200.0,3310,Vichy,3,,,03310000BE0004,,,14,,8,,,,,,,,2,2.0,Appartement,66.0,4.0,,,,,,3.415296,46.137039
2016-943127,2016-09-30,1,Vente,197999.0,354.0,,AV DE LA REINE BLANCHE,0745,77820.0,77100,Le Châtelet-en-Brie,77,,,77100000AK0001,,,354.0,88.87,,,,,,,,,1,1.0,Maison,77.0,4.0,,,,,,2.780087,48.509078
2017-455418,2017-04-18,1,Vente,117000.0,,,LOU PLAN DE LAS AIRES,B046,34130.0,34176,Mudaison,34,,,34176000AM0352,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,300.0,4.039226,43.641311
2017-859119,2017-07-04,1,Vente,156500.0,,,LE VILLAGE NORD,B052,62141.0,62321,Évin-Malmaison,62,,,62321000AD0899,,,,,,,,,,,,,0,,,,,P,prés,,,1602.0,3.033612,50.440583
2016-1129815,2016-08-26,1,Vente,458050.0,104.0,,RUE ST JEAN DE BEAUREGARD,0860,91940.0,91275,Gometz-le-Châtel,91,,,91275000AE0062,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,10.0,0.0,S,sols,,,500.0,2.14096,48.6741
2016-443246,2016-10-06,2,Vente,80000.0,29.0,,LA HAUTE TOUCHE,B528,35250.0,35296,Saint-Médard-sur-Ille,35,,,352960000A0653,,,,,,,,,,,,,0,1.0,Maison,85.0,4.0,S,sols,,,451.0,-1.679581,48.276253
2016-229438,2016-11-03,2,Vente,14430.0,,,LE CLOS DU MITAN,B058,22600.0,22376,Trévé,22,,,22376000ZK0305,,,,,,,,,,,,,0,,,,,T,terres,,,15190.0,-2.792949,48.221452
2017-1072774,2017-06-07,1,Vente,8274.0,,,LES GDS ESSARTS,B115,77510.0,77406,Saint-Denis-lès-Rebais,77,,,77406000ZA0026,,,,,,,,,,,,,0,,,,,T,terres,,,13790.0,3.169779,48.843087
2017-1361354,2017-07-20,1,Vente,34000.0,19.0,,RUE ALLARD,0035,94160.0,94067,Saint-Mandé,94,,,940670000G0169,,,48.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,2.415257,48.840414
2017-55910,2017-10-12,1,Vente,2631600.0,6.0,,ALL DES  CYPRES,0214,6230.0,6159,Villefranche-sur-Mer,6,,,06159000AL0173,,,,,,,,,,,,,0,1.0,Maison,300.0,8.0,AG,terrains d'agrément,,,1700.0,7.311215,43.713436
2016-65921,2016-08-29,1,Vente,225000.0,341.0,E,AV DES FILAGNES,0330,6700.0,6123,Saint-Laurent-du-Var,6,,,06123000BC0045,,,73.0,53.43,,,,,,,,,1,2.0,Appartement,53.0,2.0,,,,,,7.183804,43.678917
2016-635908,2016-10-21,1,Vente,15959.0,,,LE CHEMIN DE SAINT THIERRY,B022,51220.0,51183,Courcy,51,,,51183000ZL0007,,,,,,,,,,,,,0,,,,,T,terres,,,1520.0,3.979647,49.317273
2017-964647,2017-11-07,1,Vente,165000.0,43.0,,RTE DE LA VALLEE DU GARON,0340,69510.0,69249,Thurins,69,,,69249000AI0887,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,273.0,4.650133,45.679354
2017-864730,2017-09-13,1,Vente,57650.0,,,RTE DE GUEMPS,0140,62730.0,62043,Les Attaques,62,,,62043000AE0484,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,466.0,1.939714,50.909923
2017-998340,2017-01-18,1,Vente,205000.0,,,LE GRAND PRE DU BROUET,B613,72110.0,72220,Nogent-le-Bernard,72,,,722200000E1024,,,,,,,,,,,,,0,,,,,P,prés,,,10911.0,0.488409,48.224691
2016-288174,2016-09-15,1,Vente,75000.0,,,LAND BENAVEN,C843,29920.0,29153,Névez,29,,,29153000AH0213,,,,,,,,,,,,,0,,,,,S,sols,,,18.0,-3.752825,47.804354
2016-844929,2016-06-30,1,Vente,338955.0,9.0,,CHE DES ARCHES,0042,69440.0,69141,Mornant,69,,,69141000AV0017,,,,,,,,,,,,,0,1.0,Maison,130.0,6.0,S,sols,,,824.0,4.670176,45.623988
2017-125332,2017-03-01,1,Vente,1780000.0,16.0,,AV DE LA CORSE,2561,13007.0,13207,Marseille 7e Arrondissement,13,,,132078350A0151,,,,,,,,,,,,,0,2.0,Appartement,63.0,3.0,S,sols,,,480.0,5.364933,43.289895
2016-535249,2016-04-28,1,Vente,1698.0,,,LABRAYRE,B058,43800.0,43021,Beaulieu,43,,,430210000B0061,,,,,,,,,,,,,0,,,,,PA,pâtures,PATUR,Pâture plantée,4915.0,3.972265,45.153212
2017-36046,2017-04-05,1,Vente en l'état futur d'achèvement,186000.0,,,AV DU GEN BARBOT,0361,5100.0,5023,Briançon,5,,,05023000AK0458,,,26.0,,,,,,,,,,1,,,,,,,,,,6.632792,44.899409
2017-622547,2017-11-03,1,Vente,139500.0,11.0,,RUE STEPHANE LEDUC,7970,44300.0,44109,Nantes,44,,,44109000PS0267,,,211.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.564853,47.254723
2017-1020756,2017-06-26,1,Vente,275250.0,60.0,,RUE DES ARGOUSIERS,0014,74330.0,74213,Poisy,74,,,74213000AP0223,,,62.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.072494,45.921767
2016-465,2016-02-23,1,Vente,86000.0,,,LES CRETS DELIAT,B093,1440.0,1451,Viriat,1,,,01451000AK0271,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,73.0,5.208738,46.250576
2017-343333,2017-03-21,1,Vente,490000.0,20.0,,LOT PROMO EVASION,A190,20232.0,2B185,Oletta,2B,,,2B1850000C1303,,,,,,,,,,,,,0,1.0,Maison,93.0,3.0,S,sols,,,696.0,9.343378,42.631529
2016-786264,2016-02-03,1,Vente,190000.0,,,AV DE LONS,0520,64140.0,64129,Billère,64,,,64129000AO0352,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,50.0,-0.386705,43.312295
2016-1097109,2016-10-24,1,Echange,45000.0,36.0,,GR GRANDE RUE,0061,88130.0,88070,Bouxurulles,88,,,88070000ZA0217,,,,,,,,,,,,,0,1.0,Maison,95.0,3.0,S,sols,,,989.0,6.229214,48.334245
2017-1444961,2017-11-17,1,Vente,180000.0,38.0,,RUE MATHIS,6170,75019.0,75119,Paris 19e Arrondissement,75,,,75119000AI0039,,,64.0,21.25,,,,,,,,,1,2.0,Appartement,21.0,1.0,,,,,,2.373318,48.891381
2017-1289969,2017-04-06,1,Vente en l'état futur d'achèvement,133104.0,339.0,,RUE D'ESTIENNE D'ORVES,3170,92700.0,92025,Colombes,92,,,92025000CG0049,,,152.0,17.8,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,17.0,0.0,,,,,,2.232971,48.909553
2016-584219,2016-09-23,1,Vente,15500.0,,,TERRES DE L ISLEDON,B144,45700.0,45345,Vimory,45,,,45345000YL0020,,,,,,,,,,,,,0,,,,,T,terres,,,4861.0,2.676349,47.973463
2016-388670,2016-11-03,1,Vente,118000.0,50.0,,RUE JEHENNE,1180,33120.0,33009,Arcachon,33,,,33009000AE0747,,,47.0,29.82,,,,,,,,,1,2.0,Appartement,29.0,2.0,,,,,,-1.173746,44.661853
2017-1410044,2017-06-30,1,Vente,260000.0,29.0,,RUE DE MAUBEUGE,6183,75009.0,75109,Paris 9e Arrondissement,75,,,75109000AZ0086,,,2,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,53.0,0.0,,,,,,2.344236,48.878268
2016-611679,2016-05-31,1,Vente,140000.0,30.0,,RUE DE LA REPUBLIQUE,0980,49350.0,49261,Gennes-Val-de-Loire,49,49149.0,Gennes-Val de Loire,49261149AH0559,49149000AH0559,,,,,,,,,,,,0,2.0,Appartement,52.0,3.0,S,sols,,,330.0,-0.232952,47.339756
2016-870293,2016-03-07,1,Vente,172000.0,,,LE PIOCHY,B668,71500.0,71484,Saint-Usuge,71,,,71484000AI0014,,,,,,,,,,,,,0,,,,,T,terres,,,2462.0,5.229972,46.698726
2017-640365,2017-09-28,1,Vente,40000.0,,,LES BASSES LANDES,B009,44760.0,44012,La Bernerie-en-Retz,44,,,44012000AZ0321,,,,,,,,,,,,,0,,,,,T,terres,,,3421.0,-2.042967,47.099964
2016-268831,2016-08-08,1,Vente,745623.3,,,LA BAGUELANDE,B009,27700.0,27016,Les Andelys,27,,,27016000AX0032,,,,,,,,,,,,,0,,,,,P,prés,,,542.0,1.432175,49.218219
2017-327493,2017-10-06,1,Vente,100413.7,,,KEROUAL BIHAN,B070,29820.0,29069,Guilers,29,,,29069000BR0102,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,7300.0,-4.549389,48.419132
2016-1685,2016-06-28,1,Vente,4000.0,,,GROS MOLARD,B154,1370.0,1426,Val-Revermont,1,,,014260000B1040,,,,,,,,,,,,,0,,,,,L,landes,PATUR,Pâture plantée,820.0,5.383041,46.264586
2017-1408924,2017-03-31,1,Vente,166500.0,201.0,,RUE DU FBG SAINT DENIS,3516,75010.0,75110,Paris 10e Arrondissement,75,,,75110000AD0008,,,18,20.12,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.358888,48.883266
2016-604147,2016-12-28,1,Vente,5200000.0,74.0,,RUE VOLNEY,8070,49000.0,49007,Angers,49,,,49007000CV0523,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,6127.0,-0.540002,47.460192
2017-796449,2017-07-21,1,Vente,756000.0,2.0,,RUE DU ROUGE BOUTON,0546,59113.0,59560,Seclin,59,,,59560000AB0026,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,4065.0,0.0,S,sols,,,5933.0,3.043328,50.564861
2017-12896,2017-09-01,1,Vente,166500.0,,,A L ETANG,B031,1140.0,1351,Saint-Étienne-sur-Chalaronne,1,,,013510000B1044,,,,,,,,,,,,,0,,,,,S,sols,,,44.0,4.875255,46.14718
2017-248806,2017-05-29,2,Vente,140000.0,,,LA BIARDIERE,B073,22640.0,22185,Plénée-Jugon,22,,,22185000XA0095,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,4710.0,-2.420644,48.342887
2017-588041,2017-06-02,1,Vente,25000.0,16.0,,RUE BALZAC,0290,41800.0,41149,Montoire-sur-le-Loir,41,,,41149000AD0362,,,,,,,,,,,,,0,,,,,S,sols,,,594.0,0.870402,47.760178
2016-399007,2016-12-09,1,Vente,52649.2,822.0,G,LA BAYNASSE SUD,B005,33121.0,33097,Carcans,33,,,33097000CA0093,,,58.0,,,,,,,,,,1,2.0,Appartement,29.0,2.0,,,,,,-1.151047,45.073831
2017-1236085,2017-09-25,1,Vente,110000.0,5196.0,,LA MARCHADERIE,B082,87440.0,87168,Saint-Mathieu,87,,,871680000B0444,,,,,,,,,,,,,0,1.0,Maison,130.0,4.0,S,sols,,,496.0,0.753877,45.693554
2016-861532,2016-04-05,1,Vente,1050000.0,,,LA JULIENE,B181,71700.0,71543,Tournus,71,,,71543000BD0148,,,,,,,,,,,,,0,,,,,T,terres,,,7150.0,4.882427,46.560776
2016-34543,2016-09-26,1,Vente,133000.0,9.0,,RUE DE L AUCHE,0010,5700.0,5166,Serres,5,,,051660000D0223,,,,,,,,,,,,,0,1.0,Maison,63.0,3.0,S,sols,,,172.0,5.713713,44.428481
2016-46157,2016-03-11,1,Vente,2150000.0,,,LA TORRACA,B091,6190.0,6104,Roquebrune-Cap-Martin,6,,,06104000AN0041,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,185.0,7.465796,43.762368
2017-490120,2017-04-11,1,Vente,95000.0,1.0,,PL SAINT GUENOLE,8656,35000.0,35238,Rennes,35,,,35238000DN0401,,,22.0,,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,-1.711454,48.101189
2017-301032,2017-02-11,1,Vente,169000.0,886.0,,RUE DES DEUX MARES,0269,27410.0,27049,Mesnil-en-Ouche,27,,,270495150E0480,,,,,,,,,,,,,0,1.0,Maison,124.0,4.0,S,sols,,,110.0,0.687011,49.042511
2016-665824,2016-03-24,1,Vente en l'état futur d'achèvement,311200.0,,,AV DE LA MARNE,2369,56000.0,56260,Vannes,56,,,56260000DK0312,,,74,,,,,,,,,,1,,,,,,,,,,-2.775914,47.65968
2017-732367,2017-12-28,1,Vente,168000.0,24.0,,RUE ALBERT DESPRES,0080,53000.0,53130,Laval,53,,,53130000AW0158,,,,,,,,,,,,,0,2.0,Appartement,55.0,2.0,S,sols,,,130.0,-0.76311,48.075295
2016-625485,2016-04-26,1,Vente,50061.05,,,LA PIECE A REBETTE DU MILI,B400,50390.0,50551,Saint-Sauveur-le-Vicomte,50,,,505510000G0440,,,,,,,,,,,,,0,,,,,P,prés,,,15279.0,-1.54525,49.397831
2016-992994,2016-03-04,1,Vente,30000.0,,,BEGROLLE,B003,79300.0,79013,Argentonnay,79,79072.0,La Chapelle-Gaudin,790130720B0686,790720000B0686,,,,,,,,,,,,0,,,,,S,sols,,,2640.0,-0.376906,46.925515
2017-1329470,2017-08-03,1,Vente,208000.0,43.0,B,RUE PIERRE CURIE,2010,93190.0,93046,Livry-Gargan,93,,,930460000C1085,,,1.0,106.67,101.0,,201.0,,,,,,3,2.0,Appartement,112.0,4.0,,,,,,2.550456,48.931265
2016-274852,2016-04-05,1,Vente,140000.0,,,RUE DES CINQ CROIX,0014,28300.0,28006,Amilly,28,,,28006000AE0101,,,,,,,,,,,,,0,,,,,VE,vergers,,,635.0,1.405163,48.431058
2016-474202,2016-04-07,1,Vente,,58.0,,RTE DE ST PANCRASSE,0280,38330.0,38431,Saint-Nazaire-les-Eymes,38,,,38431000AB0429,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,127.0,5.847108,45.257113
2017-1225474,2017-10-30,1,Vente,153000.0,,,RUE DE LA CUEILLE MIREBALAISE,1180,86000.0,86194,Poitiers,86,,,86194000AX0264,,,,,,,,,,,,,0,,,,,S,sols,,,72.0,0.336188,46.592667
2016-1054651,2016-12-20,1,Vente,155000.0,415.0,,RUE DU TENNIS,1056,84400.0,84003,Apt,84,,,84003000BM0155,,,,,,,,,,,,,0,1.0,Maison,89.0,4.0,S,sols,,,1185.0,5.422606,43.879845
2017-531396,2017-07-07,1,Vente,127000.0,,,LES FOUCHERS,B111,37150.0,37141,Luzillé,37,,,37141000ZY0150,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,2371.0,1.069083,47.255217
2016-778921,2016-01-25,1,Vente,3000.0,,,LA CROIX DES TROIS MAINS,B031,63200.0,63300,Riom,63,,,63300000YA0281,,,,,,,,,,,,,0,,,,,S,sols,,,181.0,3.166799,45.870286
2016-73217,2016-10-17,1,Vente,240000.0,,,LA CHALAYE,B023,7440.0,7007,Alboussière,7,,,07007000AC0095,,,,,,,,,,,,,0,,,,,P,prés,,,3990.0,4.734685,44.9463
2017-896229,2017-12-15,1,Adjudication,116000.0,5.0,,RUE RONSARD,3790,64000.0,64445,Pau,64,,,64445000DN0507,,,103.0,,116.0,,39.0,,40.0,,41.0,,17,4.0,Local industriel. commercial ou assimilé,224.0,0.0,,,,,,-0.35489,43.317416
2017-1349346,2017-07-07,1,Vente,320000.0,13.0,,RUE DU 8 MAI,4465,94270.0,94043,Le Kremlin-Bicêtre,94,,,940430000O0019,,,,,,,,,,,,,0,1.0,Maison,48.0,3.0,S,sols,,,340.0,2.347836,48.803169
2016-353784,2016-10-26,1,Vente,143180.0,,,VILLAGE,B075,31800.0,31585,Villeneuve-de-Rivière,31,,,31585000AK0199,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,22.0,0.667495,43.118214
2016-3971,2016-02-04,1,Vente,125000.0,17.0,,RUE DE LA CORNICHE,0245,1130.0,1269,Nantua,1,,,01269000AD0023,,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,S,sols,,,603.0,5.609964,46.151567
2017-846912,2017-12-21,1,Vente,100000.0,8.0,,RUE CROIX DE FER,0390,61600.0,61168,La Ferté Macé,61,,,61168000AL1311,,,,,,,,,,,,,0,1.0,Maison,85.0,5.0,S,sols,,,41.0,-0.357506,48.589357
2017-1037794,2017-09-06,1,Vente,147000.0,,,COMMELINGES,B046,74200.0,74005,Allinges,74,,,74005000AL0179,,,,,,,,,,,,,0,,,,,S,sols,,,38.0,6.454548,46.331363
2016-505389,2016-07-08,1,Vente,72500.0,1.0,B,RUE PAUL POUQUET,0361,40270.0,40080,Cazères-sur-l'Adour,40,,,400800000F0288,,,2.0,88.0,,,,,,,,,1,1.0,Maison,87.0,4.0,,,,,,-0.308885,43.760994
2017-823877,2017-03-24,1,Vente,35745784.0,148.0,,AV DE REIMS,3220,59300.0,59606,Valenciennes,59,,,596060000T1339,,,,,,,,,,,,,0,2.0,Appartement,68.0,3.0,S,sols,,,177.0,3.525027,50.34619
2017-305397,2017-08-25,1,Vente,130000.0,,,LE CHEMIN MOULANT,B008,27500.0,27563,Saint-Mards-de-Blacarville,27,,,275630000B0231,,,,,,,,,,,,,0,,,,,VE,vergers,,,670.0,0.534552,49.384164
2016-344758,2016-12-28,1,Vente,956213.0,28.0,,ALL DE BELLEFONTAINE,1009,31100.0,31555,Toulouse,31,,,31555840BL0458,,,46.0,,,,,,,,,,1,2.0,Appartement,72.0,4.0,,,,,,1.404643,43.564312
2016-902980,2016-09-16,1,Vente,30000.0,,,VILLE DE RUMILLY,B084,74150.0,74225,Rumilly,74,,,74225000AP0022,,,,,,,,,,,,,0,,,,,S,sols,,,29.0,5.946403,45.862204
2017-176306,2017-06-22,1,Vente,260000.0,81.0,,RUE DES ECORES,0540,14360.0,14715,Trouville-sur-Mer,14,,,14715000AD0849,,,2.0,60.03,8.0,60.03,,,,,,,2,2.0,Appartement,60.0,3.0,,,,,,0.083595,49.364071
2017-70213,2017-07-27,1,Vente,51000.0,,,LA MOULIERE,B029,6750.0,6028,Caille,6,,,060280000C0862,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,449.0,6.766707,43.764905
2016-1270272,2016-07-07,1,Vente,105000.0,4.0,,RUE DES MARONITES,6116,75020.0,75120,Paris 20e Arrondissement,75,,,75120000AN0074,,,3.0,20.39,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,23.0,0.0,,,,,,2.383115,48.867765
2017-581955,2017-11-17,1,Vente,17800.0,,,VILLENAVE,B032,40230.0,40213,Orx,40,,,402130000C0447,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,12326.0,-1.353345,43.607339
2016-134402,2016-11-24,1,Vente,512382.72,,,PETIT CABASSE,B073,13140.0,13063,Miramas,13,,,130630000B0183,,,,,,,,,,,,,0,,,,,P,prés,,,10015.0,5.024948,43.594513
2017-773879,2017-10-26,1,Vente,28000.0,,,CATHELO,B061,56580.0,56198,Rohan,56,,,56198217ZC0043,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,908.0,-2.76486,48.06893
2017-624011,2017-12-07,1,Vente en l'état futur d'achèvement,337472.0,5.0,,BD LEON BUREAU,4904,44200.0,44109,Nantes,44,,,44109000DY0009,,,7.0,,,,,,,,,,1,,,,,,,,,,-1.564419,47.207165
2017-1127797,2017-12-21,1,Vente,28500.0,4.0,,RUE DESCARTES,0595,79200.0,79202,Parthenay,79,,,79202000AT0012,,,22.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-0.240424,46.650453
2016-1099684,2016-09-19,1,Vente,395000.0,7.0,,RUE CHARLES DE GAULLE,0195,88400.0,88196,Gérardmer,88,,,88196000AD0135,,,,,,,,,,,,,0,2.0,Appartement,70.0,5.0,S,sols,,,423.0,6.872603,48.06855
2016-56339,2016-01-29,1,Vente,488000.0,340.0,,COR DES SANTOLINES,0996,6210.0,6079,Mandelieu-la-Napoule,6,,,060790000A2680,,,34.0,87.0,,,,,,,,,1,2.0,Appartement,92.0,3.0,,,,,,,
2016-1115322,2016-09-13,1,Vente,322000.0,26.0,,AV ST EXUPERY,0180,91250.0,91553,Saint-Germain-lès-Corbeil,91,,,91553000AB0013,,,,,,,,,,,,,0,1.0,Maison,77.0,4.0,S,sols,,,611.0,2.494306,48.626321
2017-316223,2017-04-05,2,Vente,1950.0,,,TREBE,D353,29700.0,29170,Plomelin,29,,,291700000B2427,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,390.0,-4.139455,47.938338
2016-1092133,2016-12-16,1,Vente,80000.0,1.0,,ALL DE LA CORNUE,1327,87000.0,87085,Limoges,87,,,87085000NL0024,,,416.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,1.228241,45.814504
2017-273173,2017-04-21,1,Vente,232.0,,,CHE DU VERNOIS,5140,25000.0,25056,Besançon,25,,,25056000CL0431,,,,,,,,,,,,,0,,,,,S,sols,,,29.0,6.043772,47.253063
2017-260848,2017-09-26,1,Adjudication,25500.0,5141.0,,PONT  BARRAT,B074,23100.0,23221,Saint-Merd-la-Breuille,23,,,232210000B0961,,,,,,,,,,,,,0,1.0,Maison,40.0,1.0,S,sols,,,1000.0,2.441167,45.721678
2017-1369397,2017-10-27,1,Vente en l'état futur d'achèvement,142000.0,,,,,,95323,Jouy-le-Moutier,95,,,95323000CK0941,,,591.0,,,,,,,,,,1,,,,,,,,,,2.041952,49.00982
2016-206585,2016-07-04,1,Vente,200000.0,11.0,,RUE DE BELLEVUE,0790,21000.0,21231,Dijon,21,,,21231000EX0027,,,106.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.021335,47.323664
2016-1052197,2016-05-02,1,Vente,123000.0,,,QUEIREL,B070,84400.0,84145,Villars,84,,,84145000AE0351,,,,,,,,,,,,,0,,,,,S,sols,,,6.0,5.413432,43.924856
2016-671432,2016-12-27,1,Vente en l'état futur d'achèvement,472000.0,,,RUE PIERRE MARECHAL,2751,56000.0,56260,Vannes,56,,,56260000BN0519,,,82,,,,,,,,,,1,,,,,,,,,,-2.746671,47.655486
2016-638557,2016-07-01,1,Vente,640000.0,,,LES FOURCHES,B097,52200.0,52269,Langres,52,,,52269000AB0323,,,,,,,,,,,,,0,,,,,S,sols,,,777.0,5.324324,47.87264
2017-1436053,2017-02-20,1,Vente,133000.0,7.0,,RUE ERNESTINE,3339,75018.0,75118,Paris 18e Arrondissement,75,,,75118000CF0038,,,31,,8.0,25.25,,,,,,,2,2.0,Appartement,27.0,2.0,,,,,,2.354389,48.889112
2017-232079,2017-07-28,1,Vente,124000.0,10.0,,RUE CREBILLON,2410,21000.0,21231,Dijon,21,,,21231000CX0046,,,9.0,41.78,,,,,,,,,1,2.0,Appartement,44.0,2.0,,,,,,5.034972,47.318399
2016-151793,2016-07-20,1,Vente en l'état futur d'achèvement,109000.0,,,RUE SALVATORE ALLENDE,0850,14550.0,14076,Blainville-sur-Orne,14,,,14076000BM0137,,,199.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-0.302812,49.227836
2016-650590,2016-06-22,1,Vente,51800.0,6.0,,AV GENERAL LECLERC,0330,54500.0,54547,Vandœuvre-lès-Nancy,54,,,54547000AZ0023,,,115.0,,393.0,27.66,,,,,,,2,2.0,Appartement,28.0,1.0,,,,,,6.159418,48.65925
